event_id,project_id,name,event_date,location,description
2252,48,First Aid Training,2021-07-26,"Town Square, Petropavl","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2253,252,Voter Registration Drive,2023-07-19,"University Auditorium, Oral","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2254,227,Art Exhibition,2022-07-17,"Town Square, Astana","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2255,175,Cultural Festival,2022-07-11,"City Hall, Petropavl","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2256,268,Mental Health Workshop,2020-07-17,"Community Center, Petropavl","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2257,40,Educational Seminar,2023-04-12,"University Auditorium, Atyrau","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2258,14,Blood Donation Drive,2022-04-26,"University Auditorium, Astana","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2259,69,Food Distribution,2024-10-05,"Town Square, Oskemen","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2260,222,Skills Training Session,2023-02-25,"Conference Hall, Kyzylorda","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2261,105,Charity Concert,2022-09-07,"Cultural Center, Kostanay","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2262,33,Town Hall Meeting,2023-05-06,"Community Center, Pavlodar","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2263,236,Financial Literacy Seminar,2020-04-21,"University Auditorium, Aktobe","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2264,236,Medical Screening Camp,2023-10-01,"Sports Complex, Aktobe","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2265,53,Agricultural Training,2020-07-28,"Town Square, Aktobe","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2266,49,Voter Registration Drive,2022-11-06,"University Auditorium, Oskemen","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2267,184,Community Health Fair,2024-11-24,"Conference Hall, Petropavl","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2268,58,Anti-Trafficking Campaign,2021-05-04,"Community Center, Shymkent","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2269,88,Career Fair,2022-03-08,"Community Center, Petropavl","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
2270,114,Community Health Fair,2023-10-09,"University Auditorium, Taraz","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2271,256,Charity Concert,2024-02-25,"Cultural Center, Aktau","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2272,187,Sports Tournament,2024-04-21,"Sports Complex, Astana","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2273,156,Environmental Clean-Up,2020-04-19,"NGO Office, Petropavl","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2274,153,Mental Health Workshop,2024-06-18,"Conference Hall, Oral","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2275,257,Emergency Response Training,2023-12-19,"Convention Center, Atyrau","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2276,215,Technology Workshop,2024-05-17,"University Auditorium, Taraz","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2277,189,Sports Tournament,2020-11-03,"Town Square, Almaty","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2278,189,Emergency Response Training,2023-07-14,"Cultural Center, Aktobe","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2279,55,Agricultural Training,2024-12-20,"Community Center, Atyrau","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
2280,214,Voter Registration Drive,2024-06-28,"Town Square, Oral","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2281,225,Agricultural Training,2023-02-22,"Cultural Center, Astana","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2282,192,Entrepreneurship Workshop,2020-07-15,"Town Square, Aktau","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2283,117,Technology Workshop,2022-07-25,"Town Square, Oskemen","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2284,262,Agricultural Training,2022-08-02,"Conference Hall, Pavlodar","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2285,184,Emergency Response Training,2020-02-15,"Conference Hall, Petropavl","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
